Date,Beras Cap Anak Daro,Beras Cap Pandan Wangi,Beras Cap Belida,Beras Cap Mundam,Beras Cap Bulog/Dolog,Beras Cap Sokan,Beras Cap Anak Daro Payakumbuh,Beras Cap Anak Daro Solok,Beras Cap Topi Koki,Gula Pasir Kristal Putih plastik (1 kg) Lain- lain,Minyak Goreng Curah Plastik (1 lt)  Tanpa Merek,Minyak Goreng Kemasan Premium (1 lt),Minyak Goreng Kemasan Sederhana (1 lt),Minyak Goreng Kemasan Plastik (1 lt)  Bimoli Kl,Minyak Goreng MINYAKITA (1 lt),Daging Sapi Lokal Daging Paha depan (chuck) (1,Daging Sapi Lokal Paha Belakang (1 Kg),Daging Sapi Lokal Daging Has luar (Sirloin) (1,Daging Sapi Lokal Daging Sandung lamur (Brisket,Daging Sapi Lokal Daging tetelan (1 kg),Daging Sapi Lokal Daging Has Dalam (Tenderloin) (1 Kg),Daging Ayam Broiler/Ras utuh 1 Kg,Daging Ayam Kampung utuh 1 Kg,Telur Ayam Negeri 1 kg,Telur Ayam Kampung 1 kg,Susukental ManisLokalFrisian FlagFrisian Flag,Susukental ManisLokalIndomilkIndomilk plain38,Jagung Lokal 1 kg Pipilan,Tepung Terigu Eceran (1 kg) Protein Ti,Tepung Terigu Eceran (1 kg) Protein Sedang,Kedelai kuning plastik (1 kg) Import,Tempe bungkus (1 kg),Tahu mentah putih kg,Cabe Merah Keriting 1 Kg,Cabe Rawit Hijau 1 Kg,Bawang Merah Lokal 1 Kg,Bawang Putih Impor Honan 1 Kg,Ikan Laut Kembung 1 Kg,Ikan Laut Teri 1 Kg,Ikan Laut Tongkol 1 Kg,Ikan Laut Tuna 1 Kg,Ikan Payau Bandeng 1 Kg,Ikan Laut Cakalang 1 Kg,Garam Halus Yodium 1 kg,Mie Instan Indofood Indomie Kuah Kari Ayam 1 bks,Kacang-Kacangan Kacang Tanah 1 kg,Kacang-Kacangan Kacang Hijau 1 kg,Ketela Pohon Manis Mentega 1 kg,Pisang Ambon kg,Jeruk lokal kg,Udang basah ukuran sedang kg
11/7/2023,14250,14500,11750,13000,9850,12875,13625,14500,11750,13875,13175,20267,17950,23000,,143333,142500,142500,142500,57500,142500,25250,55000,23440,46500,11000,10825,8000,11750,9825,13250,,,85500,65500,39900,20500,41250,132500,34900,40300,35000,31667,8500,2750,25000,23000,3000,,,
11/8/2023,14250,14500,11750,13000,9850,12875,13625,14500,11750,13950,13300,19333,17250,23000,,143333,142500,142500,142500,57500,142500,25000,55000,25030,47050,11000,11000,8000,12000,10500,13250,,,80900,65500,33250,20500,41250,127750,34500,40000,35000,31667,8500,2750,25000,23000,3000,,,
11/9/2023,14250,14500,11750,13000,9850,12875,13625,14500,11750,14000,13188,19333,16875,23000,,143333,142500,142500,142500,57500,142500,24850,55000,27263,47250,11000,11000,8000,12000,10438,13250,,,73313,58938,31000,20500,41313,132813,34313,39875,35000,31667,8000,2750,25438,23000,3000,,,
11/10/2023,14250,14500,11750,13000,9850,12875,13625,14500,11750,14000,13188,19333,16750,23000,,143333,142500,142500,142500,57500,142500,26350,55000,27725,47500,11000,11000,8000,12000,10350,13250,,,67000,55250,28300,19700,41250,132500,34500,39875,35800,31667,8500,2750,25500,23000,3000,,,
11/11/2023,14250,14500,11750,13000,9850,12875,13625,14500,11750,14000,13188,19333,16750,23000,,143333,142500,142500,142500,57500,142500,26750,55000,27725,47500,11000,11000,8000,12313,10500,13250,,,64875,56500,29500,19100,41250,128000,34500,40150,35000,31667,8500,2750,25500,23000,3000,,,
11/12/2023,14250,14500,11750,13000,9850,12875,13625,14500,11750,14000,13210,19333,16750,23000,,143333,142500,142500,142500,57000,142500,25600,54650,27868,47900,11000,10900,8000,12650,10950,13250,,,97688,56750,31550,20200,41250,132500,34500,40000,35000,31667,8500,2750,25500,23000,2750,,,
11/13/2023,14250,14500,11750,13000,9850,12063,13625,14500,11750,14000,13188,19333,16750,23000,,143333,142500,142500,142500,57000,142500,27325,55000,28107,48500,11000,11000,8000,12800,11000,13250,,,82513,60188,31963,20300,41250,132500,34500,39900,35000,31667,8500,2750,25500,23000,3000,,,
11/14/2023,14300,14213,13025,14150,9850,14275,14388,14500,13025,14000,13188,18000,16563,23000,,143333,142500,142500,142500,57500,142500,27350,55000,27067,48500,11125,11125,8000,12750,11000,13550,,,68900,56550,32050,22500,41250,132500,34500,40000,35000,31667,8500,2825,26750,23350,3000,,,
11/15/2023,15125,15250,13375,14525,9850,14600,14500,14500,13375,14000,12728,17333,16750,23000,,143333,142500,142500,142500,57500,142500,27060,55000,26917,47760,11125,11125,8125,12750,11000,13750,,,56400,46950,32000,21440,41000,132500,34700,40000,35000,31667,8500,2875,26750,23300,3000,,,
11/16/2023,15500,15500,13525,13500,9800,13500,14000,15500,13375,14000,12613,17333,16500,23000,14000,145000,142500,142500,142500,57500,142500,26000,55000,26295,49200,11125,11125,8000,12750,10800,13750,,,50350,46300,30475,21300,41250,133250,34700,40000,35000,31667,8500,2850,26750,23450,3000,,,
11/17/2023,16300,15500,13600,14500,9800,14500,15000,15500,13600,14000,12613,17333,16250,23000,14000,140000,142500,142500,142500,57500,142500,25850,55000,25370,47500,11125,11125,8000,12750,10650,13750,,,51875,46200,31700,21800,41250,133750,34200,40150,35000,31667,8000,2875,26750,23300,3000,,,
11/18/2023,16625,15500,13500,14500,8183,14500,15000,15500,13500,14000,12805,17200,16100,23000,14000,140000,142500,142500,142500,57500,142500,25200,55000,25190,47500,11108,11108,8000,12750,10750,13750,,,41950,40400,32200,23350,41250,130781,39150,40150,35000,31667,8500,2875,26750,21750,3000,,,
11/19/2023,15925,15500,13500,14500,9833,14500,15000,15500,13400,14000,12705,17333,15750,23000,14000,140000,142500,142500,142500,57500,142500,25550,55000,25350,47500,11125,11125,7500,12750,10750,13750,,,33638,34250,33500,22563,41100,133750,33700,40000,35000,31667,8500,2875,26750,23450,3000,,,
11/20/2023,15625,15500,13500,14500,9833,14500,15000,15500,13388,14000,12608,17333,15750,23000,14000,140000,142000,142500,142500,57500,142500,25500,54650,25400,47850,11225,11225,8000,12750,10775,13750,12000,,28850,32150,32150,22400,41250,133750,34350,40000,35000,31667,8500,2875,26750,23350,3000,,,
11/21/2023,15625,15500,13500,14100,9833,14100,14600,15500,13375,14000,12613,17333,15750,23000,14000,,142500,142500,142500,57500,142500,26200,55000,24990,47850,11125,11125,8000,12750,10750,13750,12000,,27350,30300,30750,22100,41100,133750,35300,40000,35000,31667,8500,2988,26650,23300,3000,,,
11/22/2023,15425,15500,13500,14000,9833,14000,14500,15500,13375,14000,12413,17333,15350,21800,14000,,142500,142500,142500,57500,142500,26750,55000,25590,47500,11125,11125,8000,12950,10950,13750,12000,,28450,32650,30950,22750,41250,133750,34550,40000,35000,31667,8500,2975,26650,23300,3000,,,
11/23/2023,15375,15500,13500,14000,9833,14000,14500,15500,13375,14000,12113,17333,14750,20000,14000,,142500,142500,142500,57500,142500,27550,55000,25750,47500,11125,11125,8000,13250,11250,13750,12000,,33950,34100,30000,22150,41250,133750,34500,40150,35000,31667,8500,2975,26250,23250,3000,,17000,
11/24/2023,15375,15500,13500,14000,9833,14000,14500,15500,13375,14000,12113,17333,14750,20000,14000,140000,142500,142500,142500,57500,142500,27300,54300,26065,47500,11125,11125,8000,13250,11250,13750,12000,,36450,32800,29600,20700,41100,133750,34500,39625,35800,32467,8500,3000,26250,23250,3000,,17000,
11/25/2023,15375,15500,13500,14000,9833,14000,14500,15500,13375,14000,12183,17333,14750,20000,14000,140000,142500,142500,142500,57500,142500,28750,55000,25220,47500,11125,10625,8000,13250,11250,13850,12000,,39750,38000,28800,20400,41250,133750,34350,39700,35000,31667,8500,3000,26250,22050,3000,,17000,
11/26/2023,15375,15500,13500,14000,9833,14000,14500,15500,13275,14000,12113,17833,15050,20000,14000,140000,142500,142500,142500,57000,142500,29550,55000,27575,47700,11125,11125,8000,13250,11250,14000,12000,,40750,36950,28600,20200,43250,133750,35150,40688,35800,31667,8500,3000,26250,23250,3000,,17000,
11/27/2023,15375,15500,13500,14000,9833,14000,14500,15500,13375,14000,12113,18167,15250,20000,14000,140000,142500,142500,142500,57500,142500,29500,55000,27325,48450,11125,11125,8000,13250,11250,14000,12000,,41650,40900,29800,20200,43650,133750,35800,40700,35000,31667,8500,2988,26250,23250,3000,,17000,
11/28/2023,15375,15500,13500,14000,9833,14000,14500,15500,13275,14000,12113,18167,15250,20000,14000,140000,142500,142500,142500,57500,142500,30750,54750,27575,48000,11125,11125,8000,13250,11250,13950,11800,,43150,43250,30000,19700,42500,133750,34800,39950,35000,31667,8500,3000,26250,23250,3000,,17000,
11/29/2023,15125,15500,13500,14000,9867,14000,14500,15500,13375,13650,13825,17667,14750,20000,14000,140000,142500,142500,142500,57500,142500,32150,55000,27575,49500,11025,11025,8000,13500,11500,14200,12000,12000,44000,44750,30800,20700,43350,133750,35850,39850,39333,34333,16500,4250,20500,23700,10000,13000,20000,93333
11/30/2023,15125,15500,13550,14000,9867,14000,14500,15500,13300,13650,13825,17500,14900,,15500,140000,142500,142500,142500,57500,142500,31700,55000,27900,48400,11200,11200,8000,13650,11500,14150,12000,12000,45300,51800,33200,22350,46250,133750,40200,43250,43333,38333,16500,4250,20350,23450,10000,13000,20000,100000
12/1/2023,15125,15500,13625,14000,9867,14000,14500,15500,13250,14160,14050,18300,15000,,15675,145000,142500,142500,142500,57500,142500,29750,54000,27875,48500,11250,11250,8000,13450,11500,14775,12000,12000,46300,49500,35250,24700,45000,133750,39583,42200,41667,38250,16500,4250,20250,23250,9467,13000,20000,80000
12/2/2023,15125,15500,13625,14000,9867,14000,14500,15500,13250,14256,14050,18500,15000,,15750,145000,142500,142500,142500,57500,142500,29100,53750,27975,48656,11375,11375,7438,13813,11813,15625,12000,12000,44413,49588,34450,24438,45000,133750,40625,43313,41667,37667,16500,4250,20250,23250,10000,13000,20000,80000
12/3/2023,15125,15500,13625,14000,9840,14000,14500,15500,13250,14350,14635,18500,15000,,15850,145000,142500,142500,142500,57500,142500,27650,55750,27845,49450,10875,11500,7250,13750,11750,15900,12000,4800,50100,50100,35700,25050,44600,133750,40000,42950,42200,37667,16500,4250,20250,23250,10000,13000,20000,80000
12/4/2023,15275,16100,13775,14900,9867,14900,15400,16100,13400,14350,15025,18500,15000,20000,14650,145000,142500,142500,142500,57500,142500,26900,56250,27800,48750,11800,11800,7250,13800,11800,15900,12000,,53350,45350,35600,24750,42900,133750,40300,44400,44333,37667,16600,4250,20250,23250,10000,13000,20000,80000
12/5/2023,15375,16500,13875,15500,9207,15500,16000,16500,13500,14350,15225,18500,15000,20000,14750,145000,142500,142500,142500,57500,142500,26000,56250,27635,49550,12000,12000,7250,13900,11900,16000,12000,,47650,44750,35900,25400,44000,133750,41500,44800,41667,37667,16500,4250,20100,23250,10000,13000,20000,80000
12/6/2023,15375,16500,13875,15500,9867,15500,16000,16500,13500,14350,15045,18500,15000,20000,14750,145000,142500,142500,142500,57500,142500,26200,55750,27775,48850,11900,11900,7250,13850,11850,16000,12000,,50625,46100,34650,25200,44400,131450,39500,45000,41667,37667,16500,4250,20250,23250,10000,13000,20000,80000
12/7/2023,15375,16500,13875,15500,8487,15500,16000,16500,13500,14350,14955,18500,15000,20000,14650,145000,142500,142500,142500,57500,142500,25800,56250,27430,49250,12000,12000,7250,14000,12200,16000,12000,7200,48750,45650,33600,25250,44500,133750,39500,44300,41667,37667,16500,4250,20175,23150,10200,13000,20000,80000
12/8/2023,15300,16200,12875,14600,9687,14600,15400,16200,13050,14150,14475,18500,15000,18800,14250,145000,142500,142500,142500,57500,142500,27050,56250,27060,49100,12000,12000,7250,14000,12850,16000,12000,12000,50050,45450,33800,25900,43150,133750,38550,41800,38667,34667,16000,4350,20175,23250,10133,13000,20000,80000
12/9/2023,15250,16000,13375,14000,9700,14000,15000,16000,12750,14100,14275,18500,15000,18000,14250,145000,142500,142500,142500,57500,142500,27200,56250,27765,49750,12000,12000,7250,14000,12950,16000,12000,12000,51150,45400,35650,29150,43450,133750,38250,42900,38333,34333,16500,4375,20250,23450,10000,13000,20000,80000
12/10/2023,15250,16000,13292,14000,9633,14000,15000,16000,12792,14100,14275,18500,15000,18000,14250,145000,142500,142500,142500,57500,142500,27250,56042,27692,49500,12000,12000,7250,14000,12792,16000,12000,12000,45933,40100,33367,28350,43250,133750,37417,42500,38333,34333,16500,4375,19583,23417,10000,13000,20000,80000
12/11/2023,15250,16000,13250,14000,9680,14000,15000,16000,12750,14100,14275,18500,15000,18000,14250,145000,142500,142500,142500,57500,142500,26550,56250,27725,49750,12000,12000,7250,14000,12875,16000,12000,12000,39400,36300,31350,27950,43250,133750,37750,42000,38333,34333,16500,4375,20250,23700,10000,13000,20000,80000
12/12/2023,15250,16000,13281,14000,9625,14000,15000,16000,12750,14100,14275,18500,15000,18000,14313,140000,140000,140000,140000,57500,140000,25650,55813,27725,49500,12000,12000,7250,14000,12875,16000,12000,12000,34263,33463,28600,26750,43250,133750,37688,42281,38333,34333,16500,4375,20250,23750,10000,13000,20000,80000
12/13/2023,15250,16000,13250,14000,9620,14000,15000,16000,12750,14100,14275,18500,15000,18000,14250,140000,140000,140000,140000,56500,140000,25200,56250,27725,50250,12000,12000,7250,14000,12875,16000,12000,12000,34100,33400,28450,26850,43250,133750,36600,40900,38333,34333,16500,4775,20250,24150,10000,13000,20000,80000
12/14/2023,15250,16000,13250,14000,9600,14000,15000,16000,12750,14100,14275,18500,15000,18000,14250,140000,140000,140000,140000,67500,140000,25500,56250,27725,49500,12000,12000,7250,14000,12875,16000,12000,12000,32975,32250,29350,26650,43250,133750,37750,42000,38333,34333,16750,4625,20250,24250,10667,13000,20000,80000
12/15/2023,15250,16000,13375,14000,9600,14000,15000,16000,12875,14100,14275,18500,15000,18000,14250,140000,140000,140000,140000,55833,140000,26671,56250,27725,49500,12000,12000,7250,14000,12750,16000,12000,12000,32838,33875,30342,28750,43250,133750,37833,42000,38333,34333,17000,4708,20500,24250,10667,13000,20000,80000
12/16/2023,15250,16000,13375,14000,9600,14000,15000,16000,12875,14100,14275,18500,15000,18000,14219,140000,140000,140000,140000,57500,140000,26000,55625,27725,49500,12000,12000,7250,14000,12750,16000,12000,12000,32646,34417,29229,27750,43250,133750,38625,39250,38333,34333,17375,5375,21250,24250,10667,13000,20000,80000
12/17/2023,15250,16000,13350,14000,9680,14000,15000,16000,12875,14100,14275,18500,15000,18000,14175,140000,140000,140000,140000,57500,140000,25788,56250,27725,49500,12000,12000,7250,14000,12750,16000,12000,12000,32138,33638,32425,27650,43250,133750,38700,42500,38333,34333,17500,4875,20625,24250,10533,13000,20000,80000
12/18/2023,15250,16000,13375,14000,9600,14000,15000,16000,12875,14100,14275,18667,15000,18000,14219,140000,140000,140000,140000,57500,140000,29575,56250,27725,50125,12000,12000,7250,14000,12750,16000,12000,12000,30950,32025,32125,30813,43250,133750,39000,42438,38333,34333,17500,5375,20625,24250,10667,13500,20000,80000
12/19/2023,15175,16000,13375,14000,9600,14000,15000,16000,12875,14100,14275,18500,15000,18000,14250,140000,140000,140000,140000,57500,140000,31013,56250,28365,51000,12000,12000,7250,14000,12750,16000,12000,12000,30775,34050,30425,32325,43250,133750,39000,42500,38333,34333,17500,4575,20625,24250,10667,15000,20000,80000
12/20/2023,15250,16000,13375,14000,9600,14000,15000,16000,12875,14100,14275,18500,15000,18000,14250,140000,140000,140000,140000,57500,140000,31750,56250,29067,50750,12000,12000,7250,14000,12750,16000,12000,12000,31933,35033,30300,32983,43250,133750,39000,42333,38333,34333,17500,4375,20625,24250,10667,15000,20000,80000
12/21/2023,15250,16000,13375,14000,9600,14000,15000,16000,12875,14350,14275,18500,15000,18000,14250,140000,140000,140000,140000,57500,140000,32800,55900,29067,51250,12000,12000,7750,14000,12750,16000,12000,12000,30150,35450,31900,33350,43100,133750,38550,42500,38200,34333,17400,4375,20625,24250,10667,15000,20000,80000
12/22/2023,15250,16000,13375,14000,9600,14000,15000,16000,12875,14350,14275,18500,15100,18000,14250,140000,140000,140000,140000,57500,140000,33000,56250,29067,50750,12000,12000,7750,14000,12750,16000,12000,12000,29850,34950,32500,33500,43250,133750,39250,42400,38333,34333,17500,4375,20625,24250,10667,15000,20000,80000
12/23/2023,15250,16000,13375,14000,9600,14000,15000,16000,12875,14350,14275,18500,15150,18000,14250,140000,140000,140000,140000,57500,140000,31450,56250,29067,51000,12000,12000,7750,14000,12750,16000,12000,12000,31000,34600,33750,33750,42850,133750,39000,42500,38333,34333,17300,4575,20625,24250,10667,15000,20000,80000
12/24/2023,15250,16000,13375,14000,9600,14000,15000,16000,12875,14350,14275,18500,15000,18000,14250,140000,140000,122500,140000,67500,140000,31050,56250,29067,50750,12000,12000,7750,14000,12750,16000,12000,12000,30375,35225,34250,33600,43250,133750,39000,42500,38333,34333,17500,4375,20625,23750,10000,15000,20000,80000
12/25/2023,15250,16000,13413,14000,9600,14000,15000,16000,12875,14215,14275,18500,15000,18000,14050,140000,140000,140000,140000,57500,140000,44521,55750,29067,50500,12000,12000,8000,14000,12750,16000,12000,12000,43850,45450,38000,42150,43250,133750,39000,42400,38333,34333,17500,5375,20675,24450,10667,15000,20000,80000
12/26/2023,15200,16000,13375,14000,9600,14000,15000,16000,12875,14125,14275,18500,15000,18000,14000,140000,140000,140000,140000,57500,140000,42542,55750,29067,50000,12000,12000,8000,14000,12750,16000,12000,11600,40100,43350,36950,43050,43250,133750,39000,42500,38333,34333,17500,5375,20625,24250,10667,15000,20000,80000
12/27/2023,15250,16000,13375,14000,9600,14000,15000,16000,12875,14181,14275,18500,15000,18000,14125,124250,140000,140000,140000,57500,140000,41483,55625,29067,50000,12000,12000,8000,14000,12750,16000,12000,12000,37863,39375,35100,42100,43250,133750,39000,42375,38333,34333,17500,5375,20625,24250,10667,15000,20000,80000
12/28/2023,15250,16000,13400,14000,9600,14000,15000,16000,12875,14125,14275,18500,15000,18000,14200,140000,140000,140000,140000,57500,140000,39431,55750,29067,50000,12000,12000,8000,14000,12750,16000,12000,12000,35650,37350,33450,38750,40850,133750,39000,42500,38333,34333,17500,5375,20625,24150,10800,15000,20000,80000
12/29/2023,14867,,13500,,9600,,,,13167,14133,15033,18500,15333,,14000,140000,140000,140000,140000,60000,140000,37295,56667,28729,50000,12133,12133,8000,,13267,16333,12000,12000,35400,38600,31933,37400,42533,135000,39133,41667,38200,36500,20667,6033,18833,25000,14500,15000,20000,80000
12/30/2023,15000,,13500,,9600,,,,13167,14167,15033,18500,15333,,14067,140000,140000,140000,140000,60000,134667,33480,56667,28622,50667,12167,12167,8000,,13333,16333,12000,12000,32733,39467,30200,37133,42200,135000,40200,41267,38067,36500,19733,6033,18833,25000,14500,15000,20000,80000
12/31/2023,15000,,13542,,9600,,,,13167,14167,15033,18500,15250,,13958,140000,140000,140000,140000,61667,140000,35450,56667,28622,50000,12167,12167,8000,,13333,16333,12375,12000,40333,41417,29667,37333,42167,135000,38750,41000,38333,36500,20000,6000,18833,25000,14500,15000,20000,80000
1/1/2024,15000,,13542,,9600,,,,13125,14167,15033,18500,15333,,14250,140000,140000,140000,140000,60000,140000,40086,56667,28622,50000,12167,12167,8000,,13333,16333,12000,12000,54583,42750,28917,35833,42417,135000,40083,40250,38333,36500,20000,6000,18833,25000,14500,15000,20000,80000
